ID,Nombre Producto,Descripscion,Categoria,Marca,Talla ,Color,Material,Condicion,Fecha Compra,Fecha Venta,Proveedor ,Precio Compra,Precio Venta,Stock,Notas,ID
12,Gorro Lana Hombre/Infantil Amarillo Fosforito,"Gorro de Lana hecho a mano Amarillo Fosforito
12)
🎨 Color: Amarillo Fosforito
📏 Talla del artículo: Única
📐 Medidas:
🔹 Ancho: cm
🔹 Largo: cm
✨ Estado: B+. Muy buen estado en general.

🎁 Descuento exclusivo: -5% para seguidores
🚚 Envío rápido: En un máximo de 48h tras la compra
💸 Gastos de envío: Ajustados al mínimo posible

✅ Lotes personalizados: Si deseas adquirir múltiples productos, envíame una solicitud con los artículos que desees.

#GorroDeLana #TejidoAMano #ArtesaníaTextil #GorroAmarillo #HechoAMano #ModaTejida #InviernoEstilo #GorroDePunto #TejidoArtesanal #ModaInvernal #GorroFluorescente #LanaAmarilla #FashionHandmade #GorroVibrante #TejidoCreativo #VintedHandmade #GorroFosforescente #GorroÚnico #WinterKnit #VentaArtesanal

Handmade Fluorescent Yellow Wool Hat
12)
🎨 Color: Fluorescent Yellow
📏 Item Size: One Size
📐 Measurements:
🔹 Width: cm
🔹 Length: cm
✨ Condition: B+. Very good overall condition.

🎁 Exclusive Discount: -5% for followers
🚚 Fast Shipping: Within 48 hours after purchase
💸 Shipping Costs: Adjusted to the minimum possible

✅ Custom Bundles: If you wish to purchase multiple products, send me a request with the items you desire.

#WoolHat #HandKnitted #TextileCraftsmanship #YellowHat #Handmade #KnittedFashion #WinterStyle #KnittedHat #ArtisanalKnitting #WinterFashion #FluorescentHat #YellowWool #HandmadeFashion #VibrantHat #CreativeKnitting #VintedHandmade #FluorescentHat #UniqueHat #WinterKnit #ArtisanalSale",1.19.4 Gorros ,Hecho a Mano,Unica,Amarillo Fosforito,,A,3/8/22,,Familiares,"0,00€",€,1,"Como Nuevo, Sin Desperfectos, peso: 0,145",12
13,Braga Punto Hombre/Infantil Naranja Fosforito,"Braga de Lana hecha a mano Naranja Fosforito
13)
🎨 Color: Naranja Fosforito
📏 Talla del artículo: Única
📐 Medidas:
🔹 Ancho: cm
🔹 Largo: cm
✨ Estado: B+. Muy buen estado en general.

🎁 Descuento exclusivo: -5% para seguidores
🚚 Envío rápido: En un máximo de 48h tras la compra
💸 Gastos de envío: Ajustados al mínimo posible

✅ Lotes personalizados: Si deseas adquirir múltiples productos, envíame una solicitud con los artículos que desees.

#BragaDeCuello #TejidoAMano #ArtesaníaTextil #AccesorioInvernal #NaranjaFosforito #HechoAMano #ModaTejida #InviernoEstilo #BragaDeLana #TejidoArtesanal #ModaInvernal #LanaNaranja #FashionHandmade #BragaNaranja #TejidoCreativo #VintedHandmade #BragaFluorescente #BragaÚnica #WinterKnit #VentaArtesanal

Handmade Fluorescent Orange Wool Neck Warmer
13)
🎨 Color: Fluorescent Orange
📏 Item Size: One Size
📐 Measurements:
🔹 Width: cm
🔹 Length: cm
✨ Condition: B+. Very good overall condition.

🎁 Exclusive Discount: -5% for followers
🚚 Fast Shipping: Within 48 hours after purchase
💸 Shipping Costs: Adjusted to the minimum possible

✅ Custom Bundles: If you wish to purchase multiple products, send me a request with the items you desire.

#NeckWarmer #HandKnitted #TextileCraftsmanship #WinterAccessory #FluorescentOrange #Handmade #KnittedFashion #WinterStyle #WoolNeckWarmer #ArtisanalKnitting #WinterFashion #OrangeWool #HandmadeFashion #OrangeNeckWarmer #CreativeKnitting #VintedHandmade #FluorescentNeckWarmer #UniqueNeckWarmer #WinterKnit #ArtisanalSale",1.19.5 Bragas ,Hecho a Mano,Unica,Naranja Fosforito,,A,3/8/22,,Familiares,"0,00€",€,1,"Como Nueva, hecha a mano, peso: 0,170",13
14,Gorra estampado CAT,"Gorra estampado CAT
14)
🎁-5% para seguidores

📏Talla del Articulo : Unica

🎨Colorr : Azul Marino

🔎Estado : B+. Muy buen estado en general 

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#GorraCAT
#CaterpillarFashion
#GorraEstampada
#AzulMarinoCAT
#AccesoriosCAT
#EstiloTrabajo
#GorraIndustrial
#CaterpillarGear
#ModaCaterpillar
#GorraAzulMarino
#CaterpillarStyle
#GorraTrabajo
#CATFashion
#GorraLogotipo
#EstiloConstructor
#CaterpillarBlue
#GorraEquipamiento
#WorkwearFashion
#CATApparel
#GorraMarcaCAT",1.19.3 Gorras ,CAT,Unica,Azul Marino,,B,3/8/22,30/6/24,Familiares,"0,00€","4,00 €",0,"SemiNueva, Sin desperfectos, peso: 0,143",14
15,Camisa Oversize a cuadros Amarillos Ralph Lauren Vintage,"Camisa Oversize a cuadros Amarillos Ralph Lauren Vintage
15)
🎁-5% para seguidores

📏Talla del Articulo : L

🎨Colorr : Azul Marino

🔎Estado : C. Muy buen estado pero con algun pequeño agujero
📐Medidas :

Ancho : 62cm
Largo : 80cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#VintageRalphLauren
#CamisaOversize
#RalphLaurenFashion
#CuadrosAmarilloAzul
#EstiloVintage
#OversizeShirt
#ModaRetro
#AmarilloYNavy
#RalphLaurenVintage
#CamisaDeCuadros
#EstiloOversized
#ModaEcléctica
#BlueAndYellowVintage
#FashionThrowback
#EstiloAmericano
#DesignerVintage
#RalphLaurenLook
#CamisaOriginal
#CuadrosRetro
#VentaModaVintage",1.3.2 Camisas manga larga ,Ralph Lauren,"L
Axila a Parte baja = 42,5cm
Cuello a Parte baja = 72cm
Espalda a Parte baja = 80cm
Hombro a Hombro = 53cm
Cintura = 62,5cm
Manga largo = 62cm
Manga ancho = 11,5cm","Amarillo, Azul Marino, Rojo",,C,3/8/22,10/4/24,Familiares,"0,00€","3,00 €",0,"SemiNueva algun desperfecto, peso: 0,500.
Por Vinted (3,85, 0'85€ de comisión)",15
16,Camisa manga larga Hombre Ralph Lauren Cuadros Rojos,"Camisa Oversize a Cuadros Rojos Ralph Lauren Vintage 
(ID: 16)

🎨 Color: Rojo

📏 Talla del Artículo: M

📐 Medidas:
🔹 Ancho: 52 cm
🔹 Largo: 80 cm
(Para más medidas no dudes en preguntar)

✨ Estado: C. Muy buen estado, pero con un pequeño desgaste debajo del sobaco.

🎯 Descuento exclusivo: -5% para seguidores

🚚 Envío rápido: En un máximo de 48h tras la compra.

💸 Gastos de envío: Ajustados al mínimo posible.

✅ Lotes personalizados: Si deseas hacer un lote, envíame la solicitud con los productos que deseas, ¡yo me encargo!

#VintageRalphLauren #CamisaOversize #RalphLaurenFashion #CuadrosRojos #EstiloVintage #OversizeShirt #ModaRetro #RalphLaurenVintage #CamisaDeCuadros #EstiloOversized #FashionThrowback #EstiloAmericano #DesignerVintage #RalphLaurenLook #CamisaOriginal #CuadrosRetro #VentaModaVintage

Oversize Checkered Shirt Ralph Lauren Vintage 
(ID: 16)


🎨 Color: Red

📏 Item Size: M

📐 Measurements:
🔹 Width: 52 cm
🔹 Length: 80 cm
(Feel free to ask for more measurements)

✨ Condition: C. Very good condition, with slight wear under the armpit.

🎯 Exclusive Discount: -5% for followers

🚚 Fast Shipping: Within 48 hours after purchase.

💸 Shipping Costs: Adjusted to the minimum possible.

✅ Custom Bundles: If you want to create a bundle, send me a request with the products you want, and I'll take care of it!

#VintageRalphLauren #OversizeShirt #RalphLaurenFashion #RedPlaid #VintageStyle #OversizeShirt #RetroFashion #RalphLaurenVintage #PlaidShirt #OversizedStyle #FashionThrowback #AmericanStyle #DesignerVintage #RalphLaurenLook #OriginalShirt #RetroPlaid #VintageFashionSale",1.3.2 Camisas manga larga ,Ralph Lauren,"M
Axila a Parte baja = 42cm
Cuello a Parte baja = 72cm
Espalda a Parte baja = 80cm
Hombro a Hombro = 46cm
Cintura = 52cm
Manga largo = 66cm
Manga ancho = 12cm",Rojo,,C,3/8/22,,Familiares,"0,00€",,1,"SemiNueva algun desperfecto, peso: 0,752",16
17,Camisa parche Corvera Dustin,"Camisa Parche Corvera Dustin 

(ID: 17)

🎨 Color: Blanco

📏 Talla del Artículo: M

📐 Medidas:
🔹 Ancho: 54 cm
🔹 Largo: 77 cm
(Para más medidas no dudes en preguntar)

✨ Estado: C+. Muy buen estado, con algunas pequeñas manchas.

🎯 Descuento exclusivo: -5% para seguidores

🚚 Envío rápido: En un máximo de 48h tras la compra.

💸 Gastos de envío: Ajustados al mínimo posible.

✅ Lotes personalizados: Si deseas hacer un lote, envíame la solicitud con los productos que deseas, ¡yo me encargo!

#CamisaBlanca #ParcheDeBanda #EstiloMusical #CamisaConEstilo #BandaDeMúsica #ModaRock #ParcheDeGrupo #CamisaConPersonalidad #LookRockero #EstiloConActitud #ModaConParche #BandaFavorita #CamisaConCarácter #FanDeLaMúsica #EstampadoDeBanda #CamisaOriginal #ModaAlternativa #RockFashion #ParcheDeArtista #VentaDeModa

Parche Corvera Dustin Shirt 

(ID: 17)

🎨 Color: White

📏 Item Size: M

📐 Measurements:
🔹 Width: 54 cm
🔹 Length: 77 cm
(Feel free to ask for more measurements)

✨ Condition: C+. Very good condition, with some small stains.

🎯 Exclusive Discount: -5% for followers

🚚 Fast Shipping: Within 48 hours after purchase.

💸 Shipping Costs: Adjusted to the minimum possible.

✅ Custom Bundles: If you want to create a bundle, send me a request with the products you want, and I'll take care of it!

#WhiteShirt #BandPatch #MusicStyle #ShirtWithStyle #MusicBand #RockFashion #GroupPatch #ShirtWithPersonality #RockLook #AttitudeStyle #PatchFashion #FavoriteBand #ShirtWithCharacter #MusicFan #BandPrint #OriginalShirt #AlternativeFashion #RockFashion #ArtistPatch #FashionSale",1.3.2 Camisas manga larga ,Dustin,"M
Axila a Parte baja = 44cm
Cuello a Parte baja = 69cm
Espalda a Parte baja = 77cm
Hombro a Hombro = 45cm
Cintura = 54cm
Manga largo = 66cm
Manga ancho = 10,5cm",Blanco,,B,3/8/22,,Familiares,"0,00€",,1,"SemiNueva con algfuna mancha pequeña y casi inapreciable, peso: 0,452",17
18,"Bañador Vintage Billabong Azul, Negro","Bañador Vintage Billabong Azul, Negro, Blanco
18)
🎁-5% para seguidores

📏Talla del Articulo : S

🎨Colorr : Azul, Nego, Blanco

🔎Estado : B+. Muy buen estado en general 

📐Medidas :

Ancho : 43cm
Largo : 54cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#BañadorVintage
#BillabongVintage
#ModaSurfera
#NegroAzulBlanco
#EstiloRetro
#BañadorClásico
#VintageBeachwear
#BillabongStyle
#BañadorNegro
#SurfFashion
#BañadorAzulBlanco
#ModaPlayera
#RopaDePlayaVintage
#BañadorOriginal
#EstiloSurf
#VintageSwimwear
#BañadorEcléctico
#BillabongClassic
#PlayaRetro
#VentaVintage",1.18 Trajes de baño ,Billabong,"S
Cintura = 43cm 
Tiro = 28cm
Muslo = 31cm
Rodilla = 29cm
Tobillo = cm
Largo de pierna = 54,5cm","Azul, Negro",,B,3/8/22,,Familiares,"0,00€",,1,"SemiNuevo sin desperfectos, peso: 0,384",18
19,"Bañador Hombre Astore Cuadros Rojo, Azul","Bañador Hombre Astore Cuadros Rojo, Azul
19)
🎁-5% para seguidores

📏Talla del Articulo : S

🎨Colorr : Azul, Nego, Blanco

🔎Estado : B+. Muy buen estado en general 

📐Medidas :

Ancho : 43cm
Largo : 54cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.18 Trajes de baño ,Astore,M,"Rojo, Azul",,B,3/8/22,15/2/23,Familiares,"0,00€","5,00 €",0,"SemiNuevo sin desperfectos, peso: 0,348.
Por Wallapop",19
20,Pantalón largo Vintage Inside Azul,"Pantalón Largo Vintage Inside Azul 

(ID: 20)

🎨 Color: Azul, Negro, Blanco

📏 Talla del Artículo: 42, 33-34

📐 Medidas:
🔹 Ancho: 42 cm
🔹 Largo: 102 cm
(Para más medidas no dudes en preguntar)

✨ Estado: B+. Muy buen estado en general.

🎯 Descuento exclusivo: -5% para seguidores

🚚 Envío rápido: En un máximo de 48h tras la compra.

💸 Gastos de envío: Ajustados al mínimo posible.

✅ Lotes personalizados: Si deseas hacer un lote, envíame la solicitud con los productos que deseas, ¡yo me encargo!

#PantalónVintage #InsideVintage #ModaRetro #PantalónAzul #EstiloVintage #RopaClásica #InsideFashion #VintedVintage #WallapopRetro #BluePants #VintageStyle #RopaAntigua #VestuarioClásico #InsideBlue #ModaReciclada

Inside Vintage Blue Pants 

(ID: 20)

🎨 Color: Blue, Black, White

📏 Item Size: 42, 33-34

📐 Measurements:
🔹 Width: 42 cm
🔹 Length: 102 cm
(Feel free to ask for more measurements)

✨ Condition: B+. Very good overall condition.

🎯 Exclusive Discount: -5% for followers

🚚 Fast Shipping: Within 48 hours after purchase.

💸 Shipping Costs: Adjusted to the minimum possible.

✅ Custom Bundles: If you want to create a bundle, send me a request with the products you want, and I'll take care of it!

#VintagePants #InsideVintage #RetroFashion #BluePants #VintageStyle #ClassicClothing #InsideFashion #VintedVintage #WallapopRetro #VintageClothing #InsideBlue #RecycledFashion",1.13.1 Largos,Inside,"42, 33-34
Cintura = 41,5cm 
Tiro = 25cm
Muslo = 31,5cm
Rodilla = 21,5cm
Tobillo = 19,5cm
Largo de pierna = 102cm",Azul,,B,3/8/22,,Familiares,"0,00€",,1,"SemiNuevo, Extremo de la pierna mal cosido con desperfecto, peso: 1,155",20
21,Pantalón largo Vintage Pepe jeans Blanco,"Pantalón Largo Cargo Vintage Pepe Jeans Blanco 

(ID: 21)

🎨 Color: Azul, Negro, Blanco

📏 Talla del Artículo: S

📐 Medidas:
🔹 Ancho: 41 cm
🔹 Largo: 102 cm
(Para más medidas no dudes en preguntar)

✨ Estado: C+. Muy buena apariencia, le falta un botón y los bajos están algo descosidos.

🎯 Descuento exclusivo: -5% para seguidores

🚚 Envío rápido: En un máximo de 48h tras la compra.

💸 Gastos de envío: Ajustados al mínimo posible.

✅ Lotes personalizados: Si deseas hacer un lote, envíame la solicitud con los productos que deseas, ¡yo me encargo!

#PantalónLargoVintage #PepeJeansVintage #ModaRetro #PantalónBlanco #EstiloVintage #RopaClásica #VintageFashion #VintedVintage #WallapopRetro #WhiteJeans #VintageStyle #RopaAntigua #VestuarioClásico #PepeJeansBlanco #ModaReciclada

Vintage White Cargo Pants Pepe Jeans 

(ID: 21)

🎨 Color: Blue, Black, White

📏 Item Size: S

📐 Measurements:
🔹 Width: 41 cm
🔹 Length: 102 cm
(Feel free to ask for more measurements)

✨ Condition: C+. Very good appearance, missing a button and slightly frayed at the hems.

🎯 Exclusive Discount: -5% for followers

🚚 Fast Shipping: Within 48 hours after purchase.

💸 Shipping Costs: Adjusted to the minimum possible.

✅ Custom Bundles: If you want to create a bundle, send me a request with the products you want, and I'll take care of it!

#VintageCargoPants #PepeJeansVintage #RetroFashion #WhitePants #VintageStyle #ClassicClothing #VintageFashion #VintedVintage #WallapopRetro #WhiteJeans #VintageStyle #OldClothing #ClassicWardrobe #PepeJeansWhite #RecycledFashion",1.13.1 Largos,Pepe Jeans,"S
Cintura = 40,5cm 
Tiro = 32,5cm
Muslo = 32,5cm
Rodilla = 24,5cm
Tobillo = 21,5cm
Largo de pierna = 102,5cm",Blanco,,B,3/8/22,,Familiares,"0,00€",,1,"SemiNuevo, Parte de abajo de las piernas desilachadas, peso: 1,241",21
22,Juego de Construción,,"Juguetes, Juego de Construción",Lego,,,,B,3/8/22,,Familiares,"0,00€",,1,"SemiNuevo, Caja de zapatos llena de piezas",22
23,Camiseta Silvestre Hombre Local Fanatic Blanco,"Camiseta Silvestre Hombre Local Fanatic Blanco
23)
🎁-5% para seguidores

📏Talla del Articulo : XXL

🎨Colorr : Nego, Blanco

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,Local Fanatic,XXL,Blanco,,B+,3/8/22,20/1/23,Familiares,"0,00€","10,00 €",0,"SemiNueva, Sin ningun desperfecto como nueva.
Por Vinted 11,20€ (tasa de 1,20€)",23
24,Camiseta Calavera Hombre LaSal Azul Marino,"Camiseta Calavera Hombre LaSal Azul Marino
24)
🎁-5% para seguidores

📏Talla del Articulo : XL

🎨Colorr : Azul Marino

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,LaSal,XL,Azul Marino,,B+,3/8/22,22/2/23,Familiares,"0,00€","8,33 €",0,"SemiNuevo, Sin desperfectos como nueva, peso: 0,379.
Por Vinted 53,2€ de un lote de 50€ 6 camisetas",24
25,Camiseta Cara Hombre LaSal Verde ,"Camiseta Cara Hombre LaSal Verde 
25)
🎁-5% para seguidores

📏Talla del Articulo : XL

🎨Colorr : Verde 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,LaSal,XL,Verde,,B+,3/8/22,12/8/23,Familiares,"0,00€","10,00 €",0,"SemiNuevo, Sin desperfectos como nueva, peso: 0,450.
Por Vinted 11,20€ (tasa de 1,20€)",25
26,Camiseta Wanted 2000 Hombre LaSal Blanco,"Camiseta Wanted 2000 Hombre LaSal Blanco
26)
🎁-5% para seguidores

📏Talla del Articulo : XL

🎨Colorr : Blanco 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,LaSal,XL,Blanco,,B+,3/8/22,22/2/23,Familiares,"0,00€","8,33 €",0,"SemiNuevo, Sin desperfectos como nueva, peso: 0,452.
Por Vinted 53,2€ de un lote de 50€ 6 camisetas",26
27,Camiseta Wanted 4000 Hombre LaSal Blanco,"Camiseta Wanted 4000 Hombre LaSal Blanco
27)
🎁-5% para seguidores

📏Talla del Articulo : XL

🎨Colorr : Blanco 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,LaSal,XL,Blanco,,B+,3/8/22,22/2/23,Familiares,"0,00€","8,33 €",0,"SemiNuevo, Sin desperfectos como nueva, peso: 0,456.
Por Vinted 53,2€ de un lote de 50€ 6 camisetas",27
28,Camiseta Wanted 5000 Hombre LaSal Blanco,"Camiseta Wanted 5000 Hombre LaSal Blanco
28)
🎁-5% para seguidores

📏Talla del Articulo : XL

🎨Colorr : Blanco 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,LaSal,XL,Blanco,,B+,3/8/22,22/2/23,Familiares,"0,00€","8,33 €",0,"SemiNuevo, Sin desperfectos como nueva, peso: 0,474.
Por Vinted 53,2€ de un lote de 50€ 6 camisetas",28
29,Camiseta Wanted 6000 Hombre LaSal Gris,"Camiseta Wanted 6000 Hombre LaSal Gris
29)
🎁-5% para seguidores

📏Talla del Articulo : XL

🎨Colorr : Gris 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,LaSal,XL,Gris,,B+,3/8/22,22/2/23,Familiares,"0,00€","8,33 €",0,"SemiNuevo, Sin desperfectos como nueva, peso: 0,465.
Por Vinted 53,2€ de un lote de 50€ 6 camisetas",29
30,Camiseta Wanted 8000 Hombre LaSal Blanco ,"Camiseta Wanted 8000 Hombre LaSal Blanco 
30)
🎁-5% para seguidores

📏Talla del Articulo : XL

🎨Colorr : Blanco 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,LaSal,XL,Blanco,,B+,3/8/22,22/2/23,Familiares,"0,00€","8,33 €",0,"SemiNuevo, Sin desperfectos como nueva, peso: 0,478.
Por Vinted 53,2€ de un lote de 50€ 6 camisetas",30
31,Camiseta estampada Calavera Vintage K-play Azul Marino,"Camiseta estampada Calavera Vintage K-play Azul Marino 
31)
🎁-5% para seguidores

📏Talla del Articulo : L

🎨Colorr : Azul Marino 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : 46cm
Largo : 72cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#CamisetaVintage
#EstiloRetro
#CalaveraVintage
#KPlayRetro
#AzulMarinoVintage
#RopaClásica
#VintageFashion
#VintedVintage
#WallapopRetro
#BlueTeeVintage
#EstampadoRetro
#KPlayBlueVintage
#ModaAntigua
#CalaveraClásica
#RopaRetroOriginal",1.2.1 Camisetas manga corta ,K-play ,"            L

Axila a Parte baja= 41cm
Cuello a Parte baja= 64cm
Espalda a Parte baja= 72cm
Hombro a Hombro= 46cm
Manga largo= 19,5cm
Manga ancho= 15cm",Azul Marino,,B+,3/8/22,28/3/24,Familiares,"0,00€","5,00 €",1,"SemiNuevo, Sin desperfectos como nueva, peso: 0,414.
Por Vinted (5,95, 0,95€ de comisión) ",31
32,Camiseta estampada Iron Maiden Hombre Primark Blanco,"Camiseta estampada Iron Maiden Hombre Primark Blanco 
32)
🎁-5% para seguidores

📏Talla del Articulo : M

🎨Colorr : Blanco 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.2.1 Camisetas manga corta ,Primark,"M

Axila a Parte baja= 46cm
Cuello a Parte baja= 62cm
Espalda a Parte baja= 67,5cm
Hombro a Hombro= 44cm
Cintura= 52cm
Manga largo= 17cm
Manga ancho= 16cm",Blanco,,B,3/8/22,15/12/23,Familiares,"0,00€","5,00 €",1,"SemiNuevo, Sin desperfectos algo desgastada, peso: 0,304.
Por Vinted (5,95, 0,95€ de comisión) ",32
33,"Camiseta grafica Los Alcones Vintage Nath Rojo, Blanco","Camiseta Gráfica Los Halcones Vintage Nath Rojo, Blanco 

(ID: 33)

🎨 Color: Rojo, Blanco

📏 Talla del Artículo: XL

📐 Medidas:
🔹 Ancho: 46 cm
🔹 Largo: 72 cm
(Para más medidas no dudes en preguntar)

✨ Estado: B+. Muy buen estado.

🎯 Descuento exclusivo: -5% para seguidores

🚚 Envío rápido: En un máximo de 48h tras la compra.

💸 Gastos de envío: Ajustados al mínimo posible.

✅ Lotes personalizados: Si deseas hacer un lote, envíame la solicitud con los productos que deseas, ¡yo me encargo!

#CamisetaGrafica #LosHalconesVintage #NathFashion #EstiloVintage #RojoYBlanco #RopaClásica #VintageFashion #VintedVintage #WallapopRetro #GraphicTee #EstampadoVintage #NathRedWhite #ModaAntigua #EstiloClásico #RopaRetroOriginal

Vintage Graphic T-shirt Los Halcones Nath Red, White 

(ID: 33)

🎨 Color: Red, White

📏 Item Size: XL

📐 Measurements:
🔹 Width: 46 cm
🔹 Length: 72 cm
(Feel free to ask for more measurements)

✨ Condition: B+. Very good condition.

🎯 Exclusive Discount: -5% for followers

🚚 Fast Shipping: Within 48 hours after purchase.

💸 Shipping Costs: Adjusted to the minimum possible.

✅ Custom Bundles: If you want to create a bundle, send me a request with the products you want, and I'll take care of it!

#GraphicTee #LosHalconesVintage #NathFashion #VintageStyle #RedAndWhite #ClassicClothing #VintageFashion #VintedVintage #WallapopRetro #VintagePrint #NathRedWhite #OldFashion #ClassicStyle #OriginalRetroClothing",1.2.1 Camisetas manga corta ,Nath,"XL

Axila a Parte baja= 42cm
Cuello a Parte baja= 60,5cm
Espalda a Parte baja= 67,5cm
Hombro a Hombro= 48cm
Cintura= 54,5cm
Manga largo= 18cm
Manga ancho= 18cm","Rojo, Blanco",,B,3/8/22,,Familiares,"0€
5€
25%=1,25€
75%=3,75€
50%=2,5€",,1,"SemiNuevo, Sin desperfectos como nueva algo corta para ser xl, peso: 0,401",33
34,Camiseta grafica Zas en toda la boca Galden Negro,"Camiseta Gráfica Zas en Toda la Boca Galden Negro 

(ID: 34)

🎨 Color: Negro

📏 Talla del Artículo: L

📐 Medidas:
🔹 Ancho: 49 cm
🔹 Largo: 68 cm
(Para más medidas no dudes en preguntar)

✨ Estado: B+. Muy buen estado.

🎯 Descuento exclusivo: -5% para seguidores

🚚 Envío rápido: En un máximo de 48h tras la compra.

💸 Gastos de envío: Ajustados al mínimo posible.

✅ Lotes personalizados: Si deseas hacer un lote, envíame la solicitud con los productos que deseas, ¡yo me encargo!

#CamisetaGrafica #ZasEnTodaLaBoca #GaldenFashion #EstiloHumorístico #Negro #RopaDivertida #GraphicTee #VintedFashion #WallapopStyle #HumorNegro #FrasesDivertidas #GaldenBlack #ModaCómica #EstiloIrreverente #RopaOriginal

Graphic T-shirt Zas en Toda la Boca Galden Black 

(ID: 34)

🎨 Color: Black

📏 Item Size: L

📐 Measurements:
🔹 Width: 49 cm
🔹 Length: 68 cm
(Feel free to ask for more measurements)

✨ Condition: B+. Very good condition.

🎯 Exclusive Discount: -5% for followers

🚚 Fast Shipping: Within 48 hours after purchase.

💸 Shipping Costs: Adjusted to the minimum possible.

✅ Custom Bundles: If you want to create a bundle, send me a request with the products you want, and I'll take care of it!

#GraphicTee #ZasEnTodaLaBoca #GaldenFashion #HumorousStyle #Black #FunnyClothing #VintedFashion #WallapopStyle #DarkHumor #FunnyPhrases #GaldenBlack #ComicFashion #IrreverentStyle #OriginalClothing",1.2.1 Camisetas manga corta ,Galden ,"L

Axila a Parte baja= 45,5cm
Cuello a Parte baja= 61cm
Espalda a Parte baja= 68cm
Hombro a Hombro= 49cm
Cintura= 56,5cm
Manga largo= 20cm
Manga ancho= 16,5cm",Negro,,B+,3/8/22,,Familiares,"0,00€",,1,"SemiNuevo, Sin desperfectos como nueva, peso: 0,359",34
